Gene	Bone Marrow	E14.5-Brain	Cerebellum	Cortex	E14.5-Heart	Heart	Intestine	Kidney	E14.5-Limb	E14.5-Liver	Liver	Lung	Olfactory	E14.5-Placenta	Spleen	Testis	Thymus
ENSMUSG00000028522	5.1324199	4.45311255	2.7001225	2.6646667	3.7336049	1.49930245	5.1280499	2.065535	6.6951075	11.957835	3.0844125	3.17914255	7.08394775	5.18744	3.335445	5.506925	18.4610245
ENSMUSG00000003228	1.039401	1.78723	2.44334	1.494075	4.61359	2.23071	0.7386165	0.7797705	1.72865	0.7956995	0.3010095	4.719155	1.163089	0.869572	1.447255	1.133697	0.971136
ENSMUSG00000004558	4.425515	10.6390175	81.273525	94.08335	19.703983	145.186325	3.982375	14.6058775	3.29156745	2.82437505	123.487205	10.358525	39.30365	0.5387655	2.4233575	2.94279	7.88387
ENSMUSG00000003227	0.14799985	0.1673705	0.0069542	0.0392964	0.0220834	0.0184459	0.092236	0.0562055	0.379374	0	0	0.226684	0.1425169	0.0355785	0.1545975	0.7524565	0.352691
ENSMUSG00000029859	0.870071	0.1780655	0.7012465	0.0836531	1.073189	0.3108495	13.45955	1.84126	1.81189	0.944472	4.94819	3.32763	0.320478	1.900285	0.21219	0.102854	0.634422
ENSMUSG00000028521	0.555111	1.49827	2.243705	1.372975	1.06011	0.5993255	5.40822	5.461435	2.476335	2.91586	9.19233	0.9271445	3.516955	3.203005	0.7446775	0.8364125	5.31553
ENSMUSG00000028528	0.371773	3.7821625	6.31230525	9.5927695	0.06389695	0.04670705	0.1030427	1.90053995	0.1987645	0.0637259	0.0373687	0.2863685	8.3257553	0.06032435	0.3914985	0	2.8013958
ENSMUSG00000004552	60.96605	0	0.012972	0	0.05122395	0.0320193	0.3359955	0.0732696	0.053597	3.17475	0.01710435	0.11344585	0.754531	0.1668305	3.398665	0	3.417485
ENSMUSG00000005886	1.11998	7.449685	7.299075	6.883995	6.476995	1.650765	3.71417	1.41979	7.931105	3.333575	1.72349	3.236175	7.262715	7.447405	3.21808	8.935915	6.24042
ENSMUSG00000028527	0.3460975	1.87224	14.18775	4.81627	5.14025	1.512025	0.1911065	46.86925	2.045	3.127045	5.648785	0.3870985	1.374265	1.843625	0.05671735	0.257562	0.354018
ENSMUSG00000005883	0.1518274	0.2849125	0.0662822	0.0148282	0.034117	0.06057025	0.191849	0.06460665	0.1646725	0.061115	0	0.01897455	7.462065	0.02066205	0.5090255	13.135615	9.8187703
ENSMUSG00000042821	0.2700328	0.917962	0.0992227	0.11140955	2.174505	0.664412	0.28176	0.5873125	7.56328	0.2236895	0.2736945	2.45755	0.0992045	12.0953	0.603222	0.6527265	0.362812
ENSMUSG00000028525	0.798462	4.814215	9.568165	9.55777	5.360835	2.041365	0.8005355	0.7575335	2.60913	0.5655425	0.80483	2.20278	8.495055	1.39022	4.32161	1.80033	5.115615
ENSMUSG00000017861	5.667775	1.92099	0.04823905	0.1081119	2.25527	0.0379114	0.8639105	0.142643	2.39539	7.863555	0.08964825	0.652587	0.666332	1.56474	0.61252	0.817403	1.634535
ENSMUSG00000030849	0.5112945	3.0997275	2.4601351	1.26555225	1.377333	0.11262265	1.8325825	0.72113575	8.9099625	1.14569875	0.897031765	6.853605	7.12836	3.7830825	0.126154325	0.539607	1.26749295
ENSMUSG00000030847	2.36747	0.786515	2.83763	0.7524155	10.10988	22.09525	5.5329	4.823895	3.732205	1.71281	2.825185	7.24173	1.093051	16.14295	1.645855	5.439305	1.38875
ENSMUSG00000030846	10.32335	19.532	16.3103	9.37408	12.6369	4.88564	6.43106	5.787215	18.50285	14.18495	4.6309	5.05166	15.6093	5.06714	5.68109	5.771685	10.31685
ENSMUSG00000017868	0.2372385	0.0143709	0.303341	0.1451455	0.0107547	0.01348335	4.847005	26.571	0	1.101218	5.906975	0.04679905	0.07224	7.42697	0.0136409	0.743438	0
ENSMUSG00000030844	23.35455	6.86296	5.21907	7.10694	2.4838	2.373835	4.88596	1.12362	2.10863	20.33475	0.6146675	5.7211	15.4941	0.796496	30.7324	7.468955	27.6941
ENSMUSG00000030842	10.68162	12.34122	11.7161	10.2501	13.87995	15.71335	8.515225	22.80405	9.24843	9.98327	7.962635	10.501655	7.845905	17.22505	14.37785	2.74654	7.87415
ENSMUSG00000015202	0.7908045	0.981748	9.64047	0.574104	2.100475	1.59465	2.835865	1.710775	2.950685	1.308415	0.608739	1.81514	1.064743	1.251995	1.150837	1.497525	0.99268
ENSMUSG00000016534	3.02246235	8.1722675	7.5280325	5.8627325	16.5575775	6.0594023	24.3775895	48.4867485	13.6108625	10.860428	22.830325	14.86445	8.6293275	32.47155	4.0717125	6.14312735	12.935975
ENSMUSG00000005892	1.741905	0.58057	0.0185311	1.601491	0.0791535	0.024809	0	0	0	0	0.05615635	0.396199	11.3741	0.07737855	0	0.4875315	1.023946
ENSMUSG00000005893	1.617395	11.686	8.072365	10.535685	7.58211	1.525725	4.93441	1.742665	8.176675	5.276855	1.182035	3.68653	11.09945	3.43253	3.07196	12.47105	9.997275
ENSMUSG00000004562	0.659242265	2.46338	1.237655	1.0826585	3.0645501	1.08490423	0.48015075	0.79704875	5.885695	0.98498075	0.65047	2.250735	2.05621	0.569655	0.54257295	0.36463457	2.20049
ENSMUSG00000004561	5.83799	6.11453	4.783305	2.355875	3.539825	2.636905	2.66527	2.86918	3.54015	1.618535	3.4006	3.148325	4.34628	1.786375	6.704645	0.637846	4.818535
ENSMUSG00000029840	8.994185	53.31865	32.64365	52.4071	23.1575	5.285705	20.2588	12.81575	31.5572	23.0026	8.633325	13.0061	28.27985	30.2698	15.14355	11.3298	21.5758
ENSMUSG00000005891	0	0	0	0	0.095804	0	0	0	0	0	0	0	0	69.9625	0	0	0
ENSMUSG00000042816	0.0356299	0.267729	0.13238635	0.3024105	0.18210785	0.0625487	0.374997	0.04756015	0.185387	0.1049075	0.06969575	0.10950425	0.112408	0.0949643	0.1085224	0.213896	0.0597275
ENSMUSG00000042817	0.900886	0.0199162	4.15485	0.674624	0.02241815	0.0277551	0.144991	0.0212152	0.0519291	0.417146	0.02120645	0.4185565	0.8174535	3.30235	3.68799	0.6616735	1.119966
ENSMUSG00000042812	0	0.05144245	0.0758874	0.02432875	0.0511275	0.09557505	1.600255	0.02432585	0.08862045	0.2919095	0.2626895	7.9111	0	1.29826	0.301104	0.3289	0
ENSMUSG00000004568	6.279405	3.71039	3.37269	3.019195	2.610665	1.40456	3.844705	3.901155	3.08392	1.40995	2.277515	6.210535	4.84385	7.524985	16.61175	1.1695645	8.018225
ENSMUSG00000004567	11.5537	6.531135	11.3733	8.943435	5.53858	4.41426	5.93084	9.859835	3.78879	2.872875	6.426285	6.5252	8.409205	11.239	5.969365	1.357853	6.263645
ENSMUSG00000029847	0.02871575	0.1610645	0.06223685	0.0712015	0.0507229	0	16.33395	0.0241302	0.140939	0.0607669	0.0192229	0.2085385	0.219746	0.0770495	0.04901665	0	1.0033455
ENSMUSG00000042814	2.077243	14.60055	4.258235	4.609185	6.659635	3.8415	4.798375	8.037645	9.035625	8.34686	3.44384	2.751055	5.145115	3.862985	1.725953	21.3171	5.24934
ENSMUSG00000005899	4.565995	2.29451335	5.273805	4.96508	2.74478995	1.02347425	1.65755	1.4568695	5.045695	3.8240724	1.01906275	2.35696	3.21762375	1.30353695	1.5116749	5.15996215	3.1440457
ENSMUSG00000029848	0.127178	0	0	0	0	0	0.00965075	0.0177554	0	0	0	0	0.108136	0	0.0979764	1.885725	0.187644
ENSMUSG00000003233	2.936075	13.43415	10.388665	5.50116	11.26667	2.87939	4.95766	3.05893	10.53862	3.062315	1.99996	4.843755	6.988615	14.9037	3.42451	0.810849	3.83204
ENSMUSG00000028517	1.748465	16.5523	29.15745	25.33355	6.768665	8.851315	6.707175	4.95948	21.79475	2.598675	10.47874	14.62085	19.1333	23.23565	1.14968	2.619165	4.34064
ENSMUSG00000005897	0.7811945	2.958545	2.785185	1.22506	2.38847	0.9671025	2.57709	1.007358	3.808715	1.551875	1.59695	1.917595	2.035085	1.528045	0.77115	2.825325	1.3912
ENSMUSG00000042810	0.429282	2.693375	2.944535	1.607165	2.869655	1.265825	0.904301	1.108115	2.90612	0.3959655	0.646272	1.22236	2.88248	0.9510425	1.30154	5.00116	3.861515
ENSMUSG00000003235	8.427145	13.91345	7.280355	5.878365	9.81262	5.792035	6.12411	8.39092	9.951965	11.13605	4.693865	4.99964	5.796575	7.13856	7.572055	9.63132	7.271455
ENSMUSG00000029843	0.05299075	0.329661	2.01124	0.759034	0.3252625	0.0596276	0.0160958	0.7626025	0.0663314	0.0523878	0.0828971	0.305858	2.257975	24.57585	0.03073195	0.61172	0.241932
ENSMUSG00000004565	5.56558	2.7166	2.88623	2.852475	1.7259225	0.9749405	2.913435	2.2453575	1.8352675	1.93311	2.262345	1.8907655	2.91302	3.49363	2.472245	0.3119685	2.067555
ENSMUSG00000029844	0.0997275	0.08831885	0	0	0.1425845	0.06846455	0.0564251	0.07326095	0.145153	0.237427	0.08997435	0.338626	0.0741965	1.0301035	0.08564205	0	0.1063985
ENSMUSG00000003234	3.50822	6.01291	6.53441	5.12877	4.4257	3.696435	4.771975	3.88754	4.44106	4.20804	3.96162	3.79633	4.51407	4.46533	5.12753	9.82425	5.63797
ENSMUSG00000028514	2.401125	6.184395	6.1609	4.715235	6.459085	3.165445	3.261635	7.3815	6.79505	8.388265	3.569	3.32864	6.181635	6.19364	5.327585	6.491465	7.61463
ENSMUSG00000028519	0.03494695	15.65295	9.25823	9.135685	0.04508325	0	5.8478692	0.5618835	2.401315	0.0878169	0.034032875	0.024905574	6.795885	2.081325	0.0933679	0	0.7311175
ENSMUSG00000016541	10.42386	71.6268	33.0548	37.4344	30.45675	10.714005	3.378145	14.58275	33.4557	15.17905	6.398545	18.5015	29.5645	94.06955	11.42935	27.61265	19.20085
ENSMUSG00000028518	0.174964	3.87832	2.642495	4.55104	18.2306	3.76302	2.976205	7.26856	0.3956965	0.1730845	3.376835	1.664215	1.94411	0.7198645	0.02631235	0.2052435	0.467272
ENSMUSG00000030838	0	0.2491375	0	0.02426215	0.43462375	0.57825275	19.235993	9.9902025	0.0489699505	0	0	0.01487145	0.059817	0	0.0339154	0.1708865	0.074708875
ENSMUSG00000030839	1.265546	2.34315	3.46515	2.278205	1.57624	0.689009	0.742912	2.95228	0.658918	1.672755	0.988158	1.0436355	2.00022	0.3560225	2.45695	0.7244395	1.160055
ENSMUSG00000030834	0.1567915	0.10287085	0.0904435	0.015213595	0.0054396	0.0138206	0.7868415	0.8559375	0.0612203	1.097535	13.53989	0.06636235	0.11107	0.04463045	0	0	0.01967225
ENSMUSG00000030835	7.849175	6.2427	14.30175	9.64626	10.519625	9.62273	14.0672	7.5579	3.89272	8.408945	4.09633	4.219765	7.277695	13.2451	5.036765	9.69	4.71431
ENSMUSG00000015217	6.81394	31.8026	1.402275	2.466485	7.64428	4.838465	3.258635	4.234445	13.61855	19.1241	1.561765	1.288915	3.753095	0.522802	1.0512335	1.67553	3.57169
ENSMUSG00000030830	4.539615	0.03742735	0.0404334	0.0698135	0.244557	0.13188015	0.992051	0.1196475	0.10697935	1.86133	0.668167	1.524675	8.819635	0.1725055	10.11873	0.089746	26.60345
ENSMUSG00000015214	1.00804	4.97852	4.857565	4.26882	3.109035	1.72332	3.919395	2.085325	2.83196	2.47879	1.739835	2.22265	5.022135	2.259815	3.48906	1.56378	5.20287
ENSMUSG00000005823	7.6205	2.96403	5.942775	2.405115	4.54669	3.8937	8.246775	4.5233	4.041245	3.334965	5.623675	8.153925	4.044915	10.99487	8.02064	5.902305	5.718515
ENSMUSG00000005824	3.17019	0.01956745	0	0	0.0290621	0.0369194	0.0594225	0.0139633	0.02054935	0.698896	0.04449435	0.1136847	0	0.0575753	1.1747245	0	0.887889
ENSMUSG00000064194	0.0298126	0.06241265	0.04187155	0.03856605	0.0750864	0.02093225	0.04555475	0.01273895	0.08177875	0.0736071	0.01371495	0.0682953	0.03574405	0.826073	0.01025973	1.0158945	0.02058295
ENSMUSG00000017801	2.6653725	5.1113685	2.3901304	2.06363915	1.8489149	1.2407798	12.7676485	4.27861325	4.5260459	2.91354885	2.25338175	1.44959765	7.299505	3.4716183	2.16774665	2.154785	4.3749601
ENSMUSG00000017802	9.409785	6.08589	11.62676725	3.74929645	4.0177038	4.98645	7.4869825	5.889575	4.5659925	7.764515	5.303605	6.4729975	12.7196	12.03564525	9.317675	5.72675	11.60973
ENSMUSG00000017817	0.04340445	0.02037745	0.0095455	0.0651297	22.869	26.00465	0.91918	0.0867545	0.281855	0.04868605	0.04620375	0.8037115	0.1858405	0.490645	0.13123	0	0
ENSMUSG00000004500	0.236327	2.997485	1.59106	1.006915	1.829225	0.515042	0.8139555	0.765936	2.78402	1.06138	0.772818	1.277025	1.265605	1.040225	0.9236615	0.3169065	1.0413315
ENSMUSG00000004508	0.918843725	4.01244	2.33184495	1.67800505	3.718315	2.4574225	2.3361275	1.1676025	1.206151265	1.34621245	0.256464995	3.35913745	0.840409485	8.27629	1.527325	1.97677745	0.55442075
ENSMUSG00000005836	0.057935	0.182613	0.02583025	0	24.9093	5.393265	9.21657	0.2106035	0.3900805	2.08929	0.667257	3.66787	0.0492605	1.64491	0.0784126	1.831375	0
ENSMUSG00000005802	0.38039285	4.141585	6.03316	6.36176	3.752075	0.8355155	11.50594	1.4811	6.162635	0.90118	0.746675	1.553945	4.982225	14.8747	1.33096	9.349495	5.44942
ENSMUSG00000005800	44.25325	0.07277695	0.0208654	0	0.0221351	0	0.0229519	0	0.0382053	0.402423	0.0147824	0.415876	0	0.113841	0.11622955	0	0.350065
ENSMUSG00000090470	0	0	0.003118025	0	0.0375459	0	0	0	0.02058795	0	0	0	0	0.8804265	0.02899735	0.3781325	0
ENSMUSG00000005803	0	0	0.508135	0.2572715	0.236663	2.1181435	2.60895	2.36296	0	0	3.881045	3.30194	0.92338	0	0	0	1.425435
ENSMUSG00000005804	1.781905	10.63563	2.798695	3.93326	3.541415	2.79508	4.35427	4.776135	5.05999	3.169605	1.402955	1.962435	2.48421	3.82283	3.85348	2.352185	3.979765
ENSMUSG00000005813	4.394215	10.58139	5.87562	6.245375	9.930605	3.918445	9.90849	6.60779	8.415045	10.092005	3.878545	4.066345	5.750765	13.03005	5.62481	6.4534	7.838495
ENSMUSG00000114982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0439917
ENSMUSG00000052293	1.1332	0	0	1.54575	0	0	0.302519	0.552945	0	1.777685	0	0	0	0	1.3557	18.54895	3.72406
ENSMUSG00000052299	1.475685	5.090245	3.971945	4.06241	4.648	1.20133	4.15434	1.92809	5.097485	3.88771	1.4967	2.12277	3.914595	4.211325	2.14526	10.66263	4.958925
ENSMUSG00000052298	4.06195	30.471	10.220085	21.26395	8.917445	3.508865	39.89045	3.32253	10.23902	4.52106	0.943933	7.94677	27.05875	31.5083	17.17985	6.4262	22.4955
ENSMUSG00000052296	14.8301	11.84695	11.59955	11.9755	13.0952	8.932665	17.75155	12.5191	11.53985	13.21945	8.06902	9.665135	20.51535	10.96825	20.31055	15.79585	34.4423
ENSMUSG00000090572	0	0	0	0	0	0	0	0	0	0	0.0140711	0	0	0	0	0.135542	0
ENSMUSG00000064272	0.0623045	0.073368	0	0.0239947	0.1369335	0	0.112571	0.078533	0.07624855	0.09064675	0	0.06050875	0	0.298017	0.1439952	0	0
ENSMUSG00000064284	1.52389	2.0115025	1.40375927	1.70913	4.5555152	2.924725	2.591585	2.6526498	0.90634318	6.269815	2.476215	3.87019	1.51820475	4.05444	3.89353	4.13652	4.46541
ENSMUSG00000040296	1.909595	0.5082865	0.4831085	0.417412	1.81074	1.481155	10.77942	1.90014	1.436465	0.9176535	2.117455	3.384435	1.856745	6.701545	5.260505	0.9688185	4.32045
ENSMUSG00000040297	6.52986	8.421745	4.12442	4.08538	6.61136	1.0296885	7.397915	3.536685	10.49905	8.217855	1.21722	2.52176	5.609725	12.7622	3.629325	30.3682	6.81637
ENSMUSG00000040298	0	0.00436475	0.09448715	0.15506075	0.0078583	0.00979595	0.0408433	0	0.0164251	0.01188435	0	0	0.04584445	0.1741355	0.0520163	19.10355	0.0511325
ENSMUSG00000090581	0	0.00302351	0.0306562	0	0.0054158	0	0	0	0.0063158	0	0	0	0.0151987	0	0	0.265857	0
ENSMUSG00000064288	62.29875	2.21176	0.4844615	0.3774145	1.17761	0.1902865	2.472295	0.1655372	4.584285	39.5875	0.2342731	1.785325	4.758535	1.1833	7.741395	1.5394845	13.1342
ENSMUSG00000064289	1.90167485	4.2869625	2.99858225	2.56673	2.19911075	1.1055265	4.72902405	1.4329075	2.7538795	4.384965	0.640601185	1.03853502	2.9201509	3.4729725	3.46163245	4.0270475	3.726365
ENSMUSG00000064280	0	0.171984	0.133482	0.02988965	0.3121445	0.280689	0.0579915	0.0916952	0.04456085	0	0.07163935	1.927505	0.0464398	0.02177075	0.0636915	14.99485	0.103593
ENSMUSG00000040289	0.4844865	8.36803	6.401125	7.72206	2.86447	1.543905	0.30299	0.05861775	3.21476	0.266392	0.1196769	10.43705	4.388355	0.6956135	0.642964	0.7805695	3.12657
ENSMUSG00000040284	0	0	0	0	0	0	0	0	0	0	0	0	0	39.9742	0	0.448879	0
ENSMUSG00000090550	0	0	0.0980515	0	0	0	0	0	0	0	0.138932	0.232929	0	0	0	0	0
ENSMUSG00000039296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.454045	0
ENSMUSG00000064293	0	1.29741	3.06132	2.03776145	0.1339395	0	0.01482475	0.004925095	0.0639465255	0	0	0.0104458	1.480095	0.00714022	0.033431	0.1200315	0.1741925
ENSMUSG00000064294	0.0950187	0.0250803	0.037407	0.1172807	0	0.2274428	0.02542815	0.05343975	0.04301045	0.0093548	25.44745	16.1044	0.3067375	0.01691725	0.04799825	2.763325	0.06261975
ENSMUSG00000039294	10.199965	6.64229	2.91351	1.58012	3.84984	1.378835	4.666125	2.188635	5.152715	5.28557	1.684535	3.8884	5.004625	7.305365	16.57145	1.24026	11.7214
ENSMUSG00000040287	0.3406805	0.458313	0.6958515	0.233747	0.424072	0.189611	0.15565	0.11577945	1.55895	0.1276166	0.2368835	0.2332645	0.4687925	0.357366	0.2188275	0.578337	0.4739895
ENSMUSG00000040280	0.10293195	1.863705	0.5652605	0.335019	3.109265	5.918805	0.4542875	1.80119	0.9714905	1.070872	0.8053585	5.207915	0.845028	7.333315	0.5003225	7.7491	0.596891
ENSMUSG00000090553	51.3797	95.0858	11.6071	8.295515	44.9505	12.4116	23.12495	24.95865	48.2429	83.1613	7.813265	14.5169	18.0652	16.44585	62.1944	11.8692	33.63645
ENSMUSG00000102976	9.57564	20.54775	13.6624	9.21349	22.70585	7.377225	16.71545	6.5434	30.0605	12.5723	8.306585	12.13195	13.5679	20.8184	9.912305	6.382945	17.87455
ENSMUSG00000040282	0.836453	5.00759	1.148895	1.22666	3.39202	0.3407165	1.1372515	0.4891245	2.237955	2.685755	0.434052	0.3271575	1.586455	3.854235	0.7960445	2.00778	1.21541
ENSMUSG00000039298	2.790855	5.92934	4.172625	1.0307305	5.086585	0.6967895	1.38045	1.052787	8.636545	4.066685	0.473668	0.9191385	2.19969	1.467325	1.92518	20.07275	3.955895
ENSMUSG00000040283	0.420054	0.0147451	0	0.00964465	1.597045	3.17125	0.02262385	0.8617485	0.214536	0.1921233	0.5667625	0.0972857	0	0.01343915	0.187709	0	0.03960015
ENSMUSG00000091888	0	0.00289753	0	0	0	0.00659335	0.002187805	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111021	0.0656885	0.0388886	0.02928715	0	0	0	0	0	0.03977265	0	0	0	0.167559	0.04329995	0	0	0.0934435
ENSMUSG00000039285	3.1560325	6.07343	4.46897715	3.88153815	4.3358983	2.1675745	7.5487175	2.52475575	5.3047825	4.625665	1.8809452	2.5752775	4.77439	3.4598907	2.67503835	9.6934875	4.4609725
ENSMUSG00000040274	1.64872	2.80551	0.1097928	0.3090965	5.51048	1.0566585	2.01989	1.944925	3.37081	4.921835	1.48054	3.11988	2.345975	1.031964	1.519705	1.519695	7.837185
ENSMUSG00000040276	0.4712745	2.025785	33.81165	19.836222	0.058003618	0.0338981005	0.319893	0.03134195	0.1851161275	0.02190925	0.041059175	0.057694375	27.36905	0.0849276745	2.25117225	0.702236	4.56369
ENSMUSG00000091896	10.251	45.2627	16.9669	16.056	16.34855	6.697225	11.254335	12.60695	21.0969	15.4863	6.022905	10.24767	13.9602	14.003	21.39145	16.485	15.84335
ENSMUSG00000040270	0.84158	3.52486	0.3875905	0.375688	1.19166	0.1877465	0.326163	0.2278585	1.5085505	0.1859285	0.1890285	0.275128	1.31624	1.256895	2.97888	0	0.9473835
ENSMUSG00000039286	1.0956645	2.791035	1.037145	1.664595	10.37516	2.666235	1.914295	1.67506	7.590995	2.780835	1.782595	4.15506	1.693535	41.60255	0.6795275	2.441655	0.7900285
ENSMUSG00000040272	1.16898	1.112075	0.649595	0.2513345	1.41314	0.4267675	0.3082285	0.919542	1.35892	0.387909	0.3311845	1.0337	0.3543665	0.415083	1.3632	0	1.561745
ENSMUSG00000091898	0.832625	0.362189	0.304804	3.386075	615.01	857.7945	0.03922055	1.95092	13.8098	3.34222	0.727784	2.712825	0	2.34459	0.2027812	0	0
ENSMUSG00000091897	0	0	0.02348475	0	0.0164406	0	0	0	0	0	0	0.0377665	0	0.04236685	0	3.55503	0
ENSMUSG00000053581	1.570715	3.530465	4.980315	6.0208225	3.106795	1.53618	2.333495	1.756325	2.636475	1.787325	1.23863	3.270035	4.5598	11.63028	1.72237	1.31792	2.72298
ENSMUSG00000053580	0.2480765	9.40519	2.346215	13.9727	6.705045	0.7481445	0.6714525	4.243885	3.416075	0.720953	0.324006	2.688065	12.11095	5.286295	0.2575885	2.427175	1.496165
ENSMUSG00000052253	4.402565	6.23201	3.466785	3.41599	3.86116	2.66458	4.8593	4.504225	4.067915	4.127045	3.234635	3.05387	2.741125	4.594235	8.30299	1.73105	4.61132
ENSMUSG00000066899	0	0	0	0.01265935	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066897	0.051642	0	0	0	0	0	0	0	0	0	0	0.02625125	0	0	0.0308377	0.3044055	0
ENSMUSG00000066892	4.479585	2.178875	2.217115	1.126645	3.199065	1.46583	2.391795	1.474865	2.6099442	1.10181	1.29223	3.86658	9.456885	4.39000005	6.57554	2.603175	13.3331075
ENSMUSG00000066896	0	0	0	0.0447009	0.02333015	0.0592755	0	0	0.0329927	0.0352829	0	0	0	0	0	0	0
ENSMUSG00000066894	0.510406	0.328124	0.4209625	0.0920031	1.57156	0.981668	5.718005	1.225455	1.14485	0.2958175	0.279242	3.01879	0.4139805	2.614625	1.029788	2.61478	0.546017
ENSMUSG00000064232	0	0	0	0	0.0164724	0	0.00697985	0	0.3189805	0	0	0	0	0	0	0	0.06952985
ENSMUSG00000078889	0	0.0509277	0.12853	0.07248595	0.04627995	0.0186294	0.0254956	0.0267201	0.06415275	0.0252959	0.00942965	0.0309831	0.03188505	0.06231985	0.01725425	0.0204663	0.028458
ENSMUSG00000091867	0.06682	0	0	0	0	0.069097	0	0	0	0.173919	13.9844	0.02664735	0	0	0	0	0
ENSMUSG00000078887	0.064979	0.1366355	0.157347	0.1158995	0.07971055	0.06184435	0.0745935	0.04571064	0.1211655	0.11924735	0.04090225	0.0665793	0.1825784	0.0602545	0.03361735	0.048542995	0.0535599
ENSMUSG00000064246	11.541755	0.324214	1.21561	1.091371	0.16050405	0.0406179	0.04937445	0.0153621	0.6047725	0.319171	0	117.699	1.10364	0.1900295	0.29151	0	1.450969
ENSMUSG00000064247	0.294586	0	0	0	0	0	0	0	0	0.207657	0	0.306167	0	0.1630895	0	0.02404245	0
ENSMUSG00000091873	0	0	0	0	0	0	0	0	0	0.0528085	0	0	0.0987735	0	0.074782	0.7527	0
ENSMUSG00000078878	0	0.0111407	0.11175425	0.1897495	0.0404921	0.002023165	0.00971945	0.002970985	0.043755	0	0	0.01279005	0.00710215	0.015393	0	0	0
ENSMUSG00000090546	0	31.08895	898.2345	114.906	0.08950445	0.0296249	0.2430085	0.206522	0.6182395	0.03422315	0.0395892	0.120084	125.2195	0.01757835	0	0.302025	11.965585
ENSMUSG00000091879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00678025	0.02715195	0
ENSMUSG00000052271	0.2401415	0.0416907	0.10324195	0.0487831	0.07759835	0.08733345	1.96774	0.04448005	0.0975608	0.163441	0.09166175	0.376419	0.15010345	5.963385	0.416056	0	0.2623355
ENSMUSG00000090509	0	0.072167	0	0	0.0532995	0	0.111267	0.102111	0	0	0	87.205	0	0	0.2791545	0	0
ENSMUSG00000052270	18.7606	0.013978	0	0.01993605	0.0421724	0.170813	0.047817815	0.0398674	0.03535545	0.3568775	0.3830685	2.604105	0	0	0.31407	0	0
ENSMUSG00000052276	0.0972895	0	0.0418707	0	0	0.0265139	0	0	0.2099241	0	0	0	0	0.0783135	0	0	0.0691985
ENSMUSG00000064252	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0254816	0	0	0
ENSMUSG00000064254	6.473515	1.7827	2.088925	1.479275	2.34046	4.82987	4.303445	20.67585	1.64543	2.644195	16.21945	0.8898625	1.64336	1.249425	4.842065	0	4.218535
ENSMUSG00000064262	2.408385	0.1369388265	0.104891575	0.0184590505	0.807459	1.59775	1.92254	1.52836	0.3300765	0.630632	0.5576055	4.2365	4.23883	0.4864255	18.871	0.2305925	14.94905
ENSMUSG00000064267	6.72759	1.259915	0.8293685	0.654096	0.9037615	0.494676	2.08249	1.97575	1.5591355	0.5435215	0.432666	2.6011225	4.12619	3.41538	51.22135	2.463415	5.59706
ENSMUSG00000064264	0.9797835	27.23055	4.322295	5.349575	3.961935	3.35019	0.5255945	0.8894525	3.875975	1.1844345	0.359958	0.674385	3.71719	1.020364	0.824157	7.264625	0.695251
ENSMUSG00000090523	33.42275	2.78658	0.228965	0.2864825	7.164685	5.198515	0.606697	0.6638815	7.12837	46.0513	0.873745	3.01622	1.83874	1.027127	8.3346	0.160079	4.37074
ENSMUSG00000091859	0	0	0	0	0	0	0	0	0.0149391	0	0	0	0	0	0.02111405	0	0
ENSMUSG00000090527	0.05432535	0	0.02112185	0	0	0	0	0	0	0	0	0	0	0.0381041	0.1237698	0.2682735	0.03361565
